file_A;onset_A;offset_A;#item_A;phone_A;file_B;onset_B;offset_B;#item_B;phone_B;speaker;question;d(A, B)
geo020s08a0197v01;0.847269;1.04311;#i271;p>a;geo020s08a0194v01;0.658023;0.818327;#i265;p>a;she;q;0.110170278546
geo020s08a0201v01;0.782428;0.980646;#i282;p>a;geo020s08a0194v01;0.658023;0.818327;#i265;p>a;she;q;0.123043406679
geo020s08a0203v01;0.693165;0.881949;#i285;p>a;geo020s08a0194v01;0.658023;0.818327;#i265;p>a;she;q;0.141160304119
geo020s08a0215v01;0.740317;0.927306;#i297;p>a;geo020s08a0194v01;0.658023;0.818327;#i265;p>a;she;q;0.132282262826
geo020s08a0217v01;0.797378;0.986752;#i305;pa;geo020s08a0194v01;0.658023;0.818327;#i265;p>a;she;q;0.163092320025
geo020s08a0219v01;0.811493;1.035365;#i307;pa;geo020s08a0194v01;0.658023;0.818327;#i265;p>a;she;q;0.167807078886
geo020s08a0240v01;0.831724;1.02012;#i323;pa;geo020s08a0194v01;0.658023;0.818327;#i265;p>a;she;q;0.16646908493
geo020s08a0250v01;0.640772;0.856449;#i328;pa;geo020s08a0194v01;0.658023;0.818327;#i265;p>a;she;q;0.140112386123
geo020s08a0008v01;0.749358;0.961481;#i6;pa;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.152344798533
geo020s08a0023v01;0.656796;0.913126;#i23;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.139590031435
geo020s08a0057v01;0.774185;0.979869;#i59;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.149270744134
geo020s08a0059v01;0.74669;0.952843;#i61;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.104601888959
geo020s08a0064v01;0.646078;0.841372;#i75;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.0860424934787
geo020s08a0068v01;0.814684;1.007574;#i83;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.10106500875
geo020s08a0070v01;0.663168;0.865928;#i86;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.114938691226
geo020s08a0082v01;0.624177;0.806174;#i108;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.10910892832
geo020s08a0084v01;0.632335;0.817321;#i114;pa;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.148748578734
geo020s08a0086v01;0.555576;0.746346;#i121;pa;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.143783446713
geo020s08a0087v01;0.885794;1.091383;#i125;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.124916433842
geo020s08a0098v01;0.697107;0.906689;#i138;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.119016131709
geo020s08a0105v01;0.776023;1.005891;#i146;pa;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.156607215218
geo020s08a0107v01;0.751399;0.94525;#i151;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.128507998723
geo020s08a0115v01;0.95126;1.162241;#i159;pa;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.142080132879
geo020s08a0116v01;0.782357;0.957425;#i162;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.124386262457
geo020s08a0119v01;0.898461;1.140734;#i168;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.127191170971
geo020s08a0120v01;0.588214;0.787455;#i172;pa;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.135274767502
geo020s08a0128v01;0.67874;0.848858;#i185;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.111268152913
geo020s08a0133v01;0.795091;1.001877;#i190;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.137746216443
geo020s08a0137v01;0.711285;0.901406;#i194;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.112407831959
geo020s08a0141v01;0.755768;0.961358;#i198;pa;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.158477792607
geo020s08a0158v01;0.90654;1.085538;#i223;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.129905941895
geo020s08a0192v01;0.737476;0.920889;#i257;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.123315629282
geo020s08a0194v01;0.658023;0.818327;#i265;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.110170278546
geo020s08a0201v01;0.782428;0.980646;#i282;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.106538777246
geo020s08a0203v01;0.693165;0.881949;#i285;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.123170032446
geo020s08a0215v01;0.740317;0.927306;#i297;p>a;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.112332875489
geo020s08a0217v01;0.797378;0.986752;#i305;pa;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.149318761344
geo020s08a0219v01;0.811493;1.035365;#i307;pa;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.15337628227
geo020s08a0240v01;0.831724;1.02012;#i323;pa;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.150918016629
geo020s08a0250v01;0.640772;0.856449;#i328;pa;geo020s08a0197v01;0.847269;1.04311;#i271;p>a;she;q;0.129733198421
geo020s08a0008v01;0.749358;0.961481;#i6;pa;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.146070619112
geo020s08a0023v01;0.656796;0.913126;#i23;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.131028268175
geo020s08a0057v01;0.774185;0.979869;#i59;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.145307704364
geo020s08a0059v01;0.74669;0.952843;#i61;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.0945251377359
geo020s08a0064v01;0.646078;0.841372;#i75;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.101660271826
geo020s08a0068v01;0.814684;1.007574;#i83;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.0963954311466
geo020s08a0070v01;0.663168;0.865928;#i86;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.120994818121
geo020s08a0082v01;0.624177;0.806174;#i108;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.106739422756
geo020s08a0084v01;0.632335;0.817321;#i114;pa;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.149081505029
geo020s08a0086v01;0.555576;0.746346;#i121;pa;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.143640665197
geo020s08a0087v01;0.885794;1.091383;#i125;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.115524999871
geo020s08a0098v01;0.697107;0.906689;#i138;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.122185189711
geo020s08a0105v01;0.776023;1.005891;#i146;pa;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.159951897176
geo020s08a0107v01;0.751399;0.94525;#i151;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.129353423678
geo020s08a0115v01;0.95126;1.162241;#i159;pa;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.14459831521
geo020s08a0116v01;0.782357;0.957425;#i162;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.113172832415
geo020s08a0119v01;0.898461;1.140734;#i168;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.123308588445
geo020s08a0120v01;0.588214;0.787455;#i172;pa;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.142116287919
geo020s08a0128v01;0.67874;0.848858;#i185;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.113106644907
geo020s08a0133v01;0.795091;1.001877;#i190;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.138105522674
geo020s08a0137v01;0.711285;0.901406;#i194;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.105843586979
geo020s08a0141v01;0.755768;0.961358;#i198;pa;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.150067714012
geo020s08a0158v01;0.90654;1.085538;#i223;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.121377497327
geo020s08a0192v01;0.737476;0.920889;#i257;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.124269255326
geo020s08a0194v01;0.658023;0.818327;#i265;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.123043406679
geo020s08a0197v01;0.847269;1.04311;#i271;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.106538777246
geo020s08a0203v01;0.693165;0.881949;#i285;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.115605797776
geo020s08a0215v01;0.740317;0.927306;#i297;p>a;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.108065590771
geo020s08a0217v01;0.797378;0.986752;#i305;pa;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.145818345459
geo020s08a0219v01;0.811493;1.035365;#i307;pa;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.153659581109
geo020s08a0240v01;0.831724;1.02012;#i323;pa;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.147419379996
geo020s08a0250v01;0.640772;0.856449;#i328;pa;geo020s08a0201v01;0.782428;0.980646;#i282;p>a;she;q;0.133180306544
geo020s08a0008v01;0.749358;0.961481;#i6;pa;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.133341039865
geo020s08a0023v01;0.656796;0.913126;#i23;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.126454162459
geo020s08a0057v01;0.774185;0.979869;#i59;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.121924431447
geo020s08a0059v01;0.74669;0.952843;#i61;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.123366811613
geo020s08a0064v01;0.646078;0.841372;#i75;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.12037975721
geo020s08a0068v01;0.814684;1.007574;#i83;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.127000154942
geo020s08a0070v01;0.663168;0.865928;#i86;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.100426350575
geo020s08a0082v01;0.624177;0.806174;#i108;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.140593598815
geo020s08a0084v01;0.632335;0.817321;#i114;pa;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.142487410336
geo020s08a0086v01;0.555576;0.746346;#i121;pa;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.133796997323
geo020s08a0087v01;0.885794;1.091383;#i125;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.119189414568
geo020s08a0098v01;0.697107;0.906689;#i138;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.141515199314
geo020s08a0105v01;0.776023;1.005891;#i146;pa;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.133911541122
geo020s08a0107v01;0.751399;0.94525;#i151;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.114529967742
geo020s08a0115v01;0.95126;1.162241;#i159;pa;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.15131640267
geo020s08a0116v01;0.782357;0.957425;#i162;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.161143634786
geo020s08a0119v01;0.898461;1.140734;#i168;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.117271217172
geo020s08a0120v01;0.588214;0.787455;#i172;pa;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.146455728162
geo020s08a0128v01;0.67874;0.848858;#i185;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.142451881526
geo020s08a0133v01;0.795091;1.001877;#i190;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.125838283483
geo020s08a0137v01;0.711285;0.901406;#i194;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.137641112167
geo020s08a0141v01;0.755768;0.961358;#i198;pa;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.138075280761
geo020s08a0158v01;0.90654;1.085538;#i223;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.109155339604
geo020s08a0192v01;0.737476;0.920889;#i257;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.107096863082
geo020s08a0194v01;0.658023;0.818327;#i265;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.141160304119
geo020s08a0197v01;0.847269;1.04311;#i271;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.123170032446
geo020s08a0201v01;0.782428;0.980646;#i282;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.115605797776
geo020s08a0215v01;0.740317;0.927306;#i297;p>a;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.133751389808
geo020s08a0217v01;0.797378;0.986752;#i305;pa;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.152242952915
geo020s08a0219v01;0.811493;1.035365;#i307;pa;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.14854156486
geo020s08a0240v01;0.831724;1.02012;#i323;pa;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.143430008777
geo020s08a0250v01;0.640772;0.856449;#i328;pa;geo020s08a0203v01;0.693165;0.881949;#i285;p>a;she;q;0.136463912784
geo020s08a0008v01;0.749358;0.961481;#i6;pa;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.151393545478
geo020s08a0023v01;0.656796;0.913126;#i23;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.14989362811
geo020s08a0057v01;0.774185;0.979869;#i59;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.151422125025
geo020s08a0059v01;0.74669;0.952843;#i61;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.101634936723
geo020s08a0064v01;0.646078;0.841372;#i75;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.106789270728
geo020s08a0068v01;0.814684;1.007574;#i83;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.106203470283
geo020s08a0070v01;0.663168;0.865928;#i86;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.121067759662
geo020s08a0082v01;0.624177;0.806174;#i108;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.118458955859
geo020s08a0084v01;0.632335;0.817321;#i114;pa;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.149803777333
geo020s08a0086v01;0.555576;0.746346;#i121;pa;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.15415922956
geo020s08a0087v01;0.885794;1.091383;#i125;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.119963684447
geo020s08a0098v01;0.697107;0.906689;#i138;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.128379555348
geo020s08a0105v01;0.776023;1.005891;#i146;pa;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.153153605497
geo020s08a0107v01;0.751399;0.94525;#i151;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.148744065158
geo020s08a0115v01;0.95126;1.162241;#i159;pa;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.14003914269
geo020s08a0116v01;0.782357;0.957425;#i162;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.126223365382
geo020s08a0119v01;0.898461;1.140734;#i168;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.124862636676
geo020s08a0120v01;0.588214;0.787455;#i172;pa;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.136949356396
geo020s08a0128v01;0.67874;0.848858;#i185;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.121133956073
geo020s08a0133v01;0.795091;1.001877;#i190;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.144842906426
geo020s08a0137v01;0.711285;0.901406;#i194;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.109941182541
geo020s08a0141v01;0.755768;0.961358;#i198;pa;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.146554959109
geo020s08a0158v01;0.90654;1.085538;#i223;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.135882798541
geo020s08a0192v01;0.737476;0.920889;#i257;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.132465420007
geo020s08a0194v01;0.658023;0.818327;#i265;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.132282262826
geo020s08a0197v01;0.847269;1.04311;#i271;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.112332875489
geo020s08a0201v01;0.782428;0.980646;#i282;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.108065590771
geo020s08a0203v01;0.693165;0.881949;#i285;p>a;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.133751389808
geo020s08a0217v01;0.797378;0.986752;#i305;pa;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.133358854944
geo020s08a0219v01;0.811493;1.035365;#i307;pa;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.140602349885
geo020s08a0240v01;0.831724;1.02012;#i323;pa;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.144463780283
geo020s08a0250v01;0.640772;0.856449;#i328;pa;geo020s08a0215v01;0.740317;0.927306;#i297;p>a;she;q;0.133841895866
geo020s08a0008v01;0.749358;0.961481;#i6;pa;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.114517143044
geo020s08a0023v01;0.656796;0.913126;#i23;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.146090456453
geo020s08a0057v01;0.774185;0.979869;#i59;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.126931772758
geo020s08a0059v01;0.74669;0.952843;#i61;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.13933876954
geo020s08a0064v01;0.646078;0.841372;#i75;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.143589503273
geo020s08a0068v01;0.814684;1.007574;#i83;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.149964494618
geo020s08a0070v01;0.663168;0.865928;#i86;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.151003193862
geo020s08a0082v01;0.624177;0.806174;#i108;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.149429140576
geo020s08a0084v01;0.632335;0.817321;#i114;pa;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.113098220683
geo020s08a0086v01;0.555576;0.746346;#i121;pa;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.110322155437
geo020s08a0087v01;0.885794;1.091383;#i125;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.148946513964
geo020s08a0098v01;0.697107;0.906689;#i138;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.140343697829
geo020s08a0105v01;0.776023;1.005891;#i146;pa;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.11255781655
geo020s08a0107v01;0.751399;0.94525;#i151;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.148541258951
geo020s08a0115v01;0.95126;1.162241;#i159;pa;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.134157984532
geo020s08a0116v01;0.782357;0.957425;#i162;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.162975890723
geo020s08a0119v01;0.898461;1.140734;#i168;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.145535067611
geo020s08a0120v01;0.588214;0.787455;#i172;pa;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.10967532098
geo020s08a0128v01;0.67874;0.848858;#i185;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.144053853685
geo020s08a0133v01;0.795091;1.001877;#i190;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.136615154347
geo020s08a0137v01;0.711285;0.901406;#i194;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.15015981343
geo020s08a0141v01;0.755768;0.961358;#i198;pa;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.123149963534
geo020s08a0158v01;0.90654;1.085538;#i223;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.148829866803
geo020s08a0192v01;0.737476;0.920889;#i257;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.135706952254
geo020s08a0194v01;0.658023;0.818327;#i265;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.163092320025
geo020s08a0197v01;0.847269;1.04311;#i271;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.149318761344
geo020s08a0201v01;0.782428;0.980646;#i282;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.145818345459
geo020s08a0203v01;0.693165;0.881949;#i285;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.152242952915
geo020s08a0215v01;0.740317;0.927306;#i297;p>a;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.133358854944
geo020s08a0219v01;0.811493;1.035365;#i307;pa;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.0784788541003
geo020s08a0240v01;0.831724;1.02012;#i323;pa;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.0895980777057
geo020s08a0250v01;0.640772;0.856449;#i328;pa;geo020s08a0217v01;0.797378;0.986752;#i305;pa;she;q;0.127247271531
geo020s08a0008v01;0.749358;0.961481;#i6;pa;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.104372138176
geo020s08a0023v01;0.656796;0.913126;#i23;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.150588339653
geo020s08a0057v01;0.774185;0.979869;#i59;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.132191988872
geo020s08a0059v01;0.74669;0.952843;#i61;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.144976143597
geo020s08a0064v01;0.646078;0.841372;#i75;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.144574433232
geo020s08a0068v01;0.814684;1.007574;#i83;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.153174771233
geo020s08a0070v01;0.663168;0.865928;#i86;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.156942323032
geo020s08a0082v01;0.624177;0.806174;#i108;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.150917126825
geo020s08a0084v01;0.632335;0.817321;#i114;pa;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.0996616780299
geo020s08a0086v01;0.555576;0.746346;#i121;pa;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.107778003199
geo020s08a0087v01;0.885794;1.091383;#i125;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.153125068373
geo020s08a0098v01;0.697107;0.906689;#i138;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.151032533752
geo020s08a0105v01;0.776023;1.005891;#i146;pa;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.100027107619
geo020s08a0107v01;0.751399;0.94525;#i151;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.146541327883
geo020s08a0115v01;0.95126;1.162241;#i159;pa;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.130678035744
geo020s08a0116v01;0.782357;0.957425;#i162;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.165926907738
geo020s08a0119v01;0.898461;1.140734;#i168;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.151709244439
geo020s08a0120v01;0.588214;0.787455;#i172;pa;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.107014230424
geo020s08a0128v01;0.67874;0.848858;#i185;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.149696896109
geo020s08a0133v01;0.795091;1.001877;#i190;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.146075072465
geo020s08a0137v01;0.711285;0.901406;#i194;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.153651062406
geo020s08a0141v01;0.755768;0.961358;#i198;pa;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.108007133137
geo020s08a0158v01;0.90654;1.085538;#i223;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.14273323879
geo020s08a0192v01;0.737476;0.920889;#i257;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.139840229938
geo020s08a0194v01;0.658023;0.818327;#i265;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.167807078886
geo020s08a0197v01;0.847269;1.04311;#i271;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.15337628227
geo020s08a0201v01;0.782428;0.980646;#i282;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.153659581109
geo020s08a0203v01;0.693165;0.881949;#i285;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.14854156486
geo020s08a0215v01;0.740317;0.927306;#i297;p>a;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.140602349885
geo020s08a0217v01;0.797378;0.986752;#i305;pa;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.0784788541003
geo020s08a0240v01;0.831724;1.02012;#i323;pa;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.0928995029514
geo020s08a0250v01;0.640772;0.856449;#i328;pa;geo020s08a0219v01;0.811493;1.035365;#i307;pa;she;q;0.126407007039
geo020s08a0008v01;0.749358;0.961481;#i6;pa;geo020s08a0240v01;0.831724;1.02012;#i323;pa;she;q;0.115154995587
geo020s08a0023v01;0.656796;0.913126;#i23;p>a;geo020s08a0240v01;0.831724;1.02012;#i323;pa;she;q;0.142371886789
geo020s08a0057v01;0.774185;0.979869;#i59;p>a;geo020s08a0240v01;0.831724;1.02012;#i323;pa;she;q;0.127067629286
